payment_id,loan_id,payment_date,amount_paid,payment_status
1583,97,2023-06-22,1103.08,Late
1584,97,2023-07-22,1103.08,On-time
1585,97,2023-08-21,1103.08,On-time
1586,97,2023-09-20,1103.08,On-time
1587,98,2022-02-23,462.47,Late
1588,98,2022-03-25,462.47,On-time
1589,98,2022-04-24,462.47,On-time
1590,98,2022-05-24,462.47,On-time
1591,99,2019-12-01,1075.36,On-time
1592,99,2019-12-31,1075.36,On-time
1593,99,2020-01-30,1075.36,On-time
1594,99,2020-02-29,1075.36,On-time
1595,99,2020-03-30,1075.36,On-time
1596,99,2020-04-29,1075.36,On-time
1597,99,2020-05-29,1075.36,On-time
1598,99,2020-06-28,1075.36,On-time
1599,99,2020-07-28,1075.36,On-time
1600,99,2020-08-27,1075.36,On-time
1601,99,2020-09-26,1075.36,On-time
1602,99,2020-10-26,1075.36,On-time
1603,100,2024-01-13,148.78,On-time
1604,100,2024-02-12,148.78,On-time
1605,100,2024-03-13,148.78,On-time
1606,100,2024-04-12,148.78,On-time
1607,100,2024-05-12,148.78,On-time
1608,100,2024-06-11,148.78,On-time
1609,100,2024-07-11,148.78,On-time
1610,100,2024-08-10,148.78,Late
1611,100,2024-09-09,148.78,On-time
1612,100,2024-10-09,148.78,On-time
1613,100,2024-11-08,148.78,On-time
1614,100,2024-12-08,148.78,On-time
1615,100,2025-01-07,148.78,On-time
1616,100,2025-02-06,148.78,On-time
1617,100,2025-03-08,148.78,On-time
1618,100,2025-04-07,148.78,On-time
1619,100,2025-05-07,148.78,Late
1620,100,2025-06-06,148.78,On-time
1621,100,2025-07-06,148.78,On-time
1622,100,2025-08-05,148.78,Late
1623,100,2025-09-04,0.0,Missed
1624,100,2025-10-04,148.78,On-time
1625,101,2020-03-28,3867.42,On-time
1626,101,2020-04-27,3867.42,On-time
1627,101,2020-05-27,3867.42,On-time
1628,101,2020-06-26,3867.42,On-time
1629,101,2020-07-26,3867.42,On-time
1630,101,2020-08-25,0.0,Missed
1631,101,2020-09-24,3867.42,On-time
1632,101,2020-10-24,3867.42,On-time
1633,101,2020-11-23,0.0,Missed
1634,101,2020-12-23,3867.42,On-time
1635,101,2021-01-22,3867.42,On-time
1636,101,2021-02-21,3867.42,On-time
1637,101,2021-03-23,3867.42,Late
1638,101,2021-04-22,0.0,Missed
1639,101,2021-05-22,0.0,Missed
1640,101,2021-06-21,3867.42,On-time
1641,101,2021-07-21,3867.42,Late
1642,101,2021-08-20,3867.42,On-time
1643,101,2021-09-19,3867.42,On-time
1644,101,2021-10-19,3867.42,On-time
1645,102,2023-10-17,1382.39,On-time
1646,102,2023-11-16,1382.39,On-time
1647,102,2023-12-16,1382.39,On-time
1648,102,2024-01-15,1382.39,On-time
1649,102,2024-02-14,1382.39,On-time
1650,102,2024-03-15,1382.39,On-time
1651,103,2022-04-30,3929.5,On-time
1652,103,2022-05-30,3929.5,On-time
1653,103,2022-06-29,3929.5,On-time
1654,103,2022-07-29,3929.5,Late
1655,103,2022-08-28,3929.5,On-time
1656,103,2022-09-27,3929.5,On-time
1657,103,2022-10-27,3929.5,On-time
1658,103,2022-11-26,3929.5,On-time
1659,103,2022-12-26,0.0,Missed
1660,103,2023-01-25,3929.5,On-time
1661,103,2023-02-24,3929.5,On-time
1662,103,2023-03-26,3929.5,On-time
1663,103,2023-04-25,3929.5,On-time
1664,103,2023-05-25,3929.5,On-time
1665,104,2022-02-13,334.0,On-time
1666,104,2022-03-15,334.0,On-time
1667,104,2022-04-14,334.0,On-time
1668,104,2022-05-14,334.0,On-time
1669,104,2022-06-13,334.0,On-time
1670,104,2022-07-13,334.0,On-time
1671,104,2022-08-12,334.0,On-time
1672,104,2022-09-11,334.0,On-time
1673,104,2022-10-11,0.0,Missed
1674,104,2022-11-10,0.0,Missed
1675,105,2021-08-23,417.42,On-time
1676,105,2021-09-22,417.42,On-time
1677,105,2021-10-22,417.42,Late
1678,105,2021-11-21,417.42,On-time
1679,105,2021-12-21,417.42,On-time
1680,105,2022-01-20,417.42,Late
1681,105,2022-02-19,417.42,Late
1682,105,2022-03-21,417.42,On-time
1683,105,2022-04-20,417.42,On-time
1684,105,2022-05-20,417.42,On-time
1685,105,2022-06-19,417.42,On-time
1686,105,2022-07-19,417.42,Late
1687,105,2022-08-18,417.42,Late
1688,105,2022-09-17,417.42,On-time
1689,105,2022-10-17,417.42,On-time
1690,106,2020-03-26,1380.22,On-time
1691,106,2020-04-25,1380.22,On-time
1692,106,2020-05-25,1380.22,On-time
1693,106,2020-06-24,1380.22,On-time
1694,106,2020-07-24,1380.22,On-time
1695,106,2020-08-23,1380.22,On-time
1696,106,2020-09-22,1380.22,On-time
1697,106,2020-10-22,1380.22,On-time
1698,106,2020-11-21,1380.22,On-time
1699,106,2020-12-21,1380.22,On-time
1700,106,2021-01-20,1380.22,On-time
1701,106,2021-02-19,1380.22,Late
1702,106,2021-03-21,1380.22,On-time
1703,106,2021-04-20,1380.22,On-time
1704,106,2021-05-20,1380.22,On-time
1705,106,2021-06-19,1380.22,Late
1706,106,2021-07-19,1380.22,On-time
1707,107,2019-12-19,698.39,On-time
1708,107,2020-01-18,0.0,Missed
1709,107,2020-02-17,0.0,Missed
1710,107,2020-03-18,698.39,On-time
1711,107,2020-04-17,698.39,On-time
1712,107,2020-05-17,698.39,Late
1713,107,2020-06-16,698.39,On-time
1714,107,2020-07-16,698.39,On-time
1715,107,2020-08-15,698.39,Late
1716,107,2020-09-14,698.39,On-time
1717,107,2020-10-14,698.39,On-time
1718,107,2020-11-13,698.39,On-time
1719,107,2020-12-13,698.39,On-time
1720,108,2020-03-08,792.0,Late
1721,108,2020-04-07,0.0,Missed
1722,108,2020-05-07,792.0,On-time
1723,108,2020-06-06,792.0,On-time
1724,108,2020-07-06,792.0,On-time
1725,108,2020-08-05,792.0,Late
1726,108,2020-09-04,792.0,On-time
1727,108,2020-10-04,792.0,On-time
1728,108,2020-11-03,792.0,Late
1729,108,2020-12-03,792.0,On-time
1730,108,2021-01-02,792.0,Late
1731,108,2021-02-01,792.0,On-time
1732,108,2021-03-03,792.0,On-time
1733,109,2020-01-06,0.0,Missed
1734,109,2020-02-05,681.81,On-time
1735,109,2020-03-06,681.81,On-time
1736,109,2020-04-05,681.81,On-time
1737,109,2020-05-05,681.81,On-time
1738,109,2020-06-04,0.0,Missed
1739,109,2020-07-04,681.81,On-time
1740,109,2020-08-03,681.81,Late
1741,109,2020-09-02,681.81,On-time
1742,109,2020-10-02,681.81,On-time
1743,109,2020-11-01,681.81,On-time
1744,110,2022-12-23,548.28,Late
1745,110,2023-01-22,548.28,On-time
1746,110,2023-02-21,548.28,On-time
1747,110,2023-03-23,548.28,On-time
1748,110,2023-04-22,548.28,On-time
1749,110,2023-05-22,548.28,Late
1750,110,2023-06-21,548.28,On-time
1751,110,2023-07-21,548.28,On-time
1752,110,2023-08-20,548.28,On-time
1753,110,2023-09-19,548.28,On-time
1754,110,2023-10-19,548.28,On-time
1755,110,2023-11-18,548.28,On-time
1756,110,2023-12-18,548.28,On-time
1757,110,2024-01-17,548.28,On-time
1758,110,2024-02-16,548.28,On-time
1759,110,2024-03-17,548.28,On-time
1760,110,2024-04-16,0.0,Missed
1761,111,2020-10-30,0.0,Missed
1762,111,2020-11-29,69.45,Late
1763,111,2020-12-29,69.45,On-time
1764,111,2021-01-28,69.45,Late
1765,111,2021-02-27,69.45,On-time
1766,111,2021-03-29,69.45,On-time
1767,111,2021-04-28,69.45,Late
1768,111,2021-05-28,69.45,On-time
1769,111,2021-06-27,0.0,Missed
1770,111,2021-07-27,69.45,On-time
1771,111,2021-08-26,69.45,On-time
1772,111,2021-09-25,69.45,On-time
1773,111,2021-10-25,69.45,On-time
1774,111,2021-11-24,69.45,On-time
1775,111,2021-12-24,69.45,On-time
1776,111,2022-01-23,69.45,On-time
1777,111,2022-02-22,69.45,On-time
1778,111,2022-03-24,69.45,On-time
1779,111,2022-04-23,69.45,Late
1780,111,2022-05-23,69.45,On-time
1781,111,2022-06-22,69.45,On-time
1782,111,2022-07-22,69.45,On-time
1783,112,2019-05-16,1271.03,Late
1784,112,2019-06-15,1271.03,On-time
1785,112,2019-07-15,1271.03,On-time
1786,112,2019-08-14,1271.03,On-time
1787,112,2019-09-13,1271.03,On-time
1788,112,2019-10-13,1271.03,On-time
1789,112,2019-11-12,1271.03,On-time
1790,112,2019-12-12,1271.03,Late
1791,112,2020-01-11,1271.03,Late
1792,112,2020-02-10,1271.03,On-time
1793,112,2020-03-11,1271.03,On-time
1794,112,2020-04-10,1271.03,On-time
1795,112,2020-05-10,1271.03,On-time
1796,112,2020-06-09,1271.03,On-time
1797,112,2020-07-09,1271.03,On-time
1798,112,2020-08-08,1271.03,On-time
1799,112,2020-09-07,1271.03,On-time
1800,112,2020-10-07,1271.03,On-time
1801,112,2020-11-06,1271.03,Late
1802,112,2020-12-06,1271.03,On-time
1803,112,2021-01-05,1271.03,Late
1804,112,2021-02-04,0.0,Missed
1805,112,2021-03-06,1271.03,On-time
1806,113,2023-12-04,581.6,On-time
1807,113,2024-01-03,581.6,On-time
1808,113,2024-02-02,581.6,On-time
1809,113,2024-03-03,581.6,On-time
1810,113,2024-04-02,581.6,On-time
1811,113,2024-05-02,581.6,Late
1812,113,2024-06-01,581.6,On-time
1813,113,2024-07-01,581.6,On-time
1814,113,2024-07-31,581.6,Late
1815,113,2024-08-30,581.6,Late
1816,113,2024-09-29,581.6,On-time
1817,113,2024-10-29,581.6,On-time
1818,113,2024-11-28,581.6,On-time
1819,113,2024-12-28,581.6,On-time
1820,113,2025-01-27,581.6,On-time
1821,113,2025-02-26,581.6,On-time
1822,113,2025-03-28,581.6,On-time
1823,113,2025-04-27,0.0,Missed
1824,113,2025-05-27,0.0,Missed
1825,113,2025-06-26,581.6,On-time
1826,113,2025-07-26,581.6,On-time
1827,113,2025-08-25,581.6,On-time
1828,113,2025-09-24,581.6,Late
1829,113,2025-10-24,581.6,On-time
1830,114,2023-07-01,659.33,On-time
1831,114,2023-07-31,659.33,On-time
1832,114,2023-08-30,659.33,On-time
1833,114,2023-09-29,659.33,On-time
1834,114,2023-10-29,659.33,On-time
1835,114,2023-11-28,659.33,On-time
1836,114,2023-12-28,659.33,On-time
1837,114,2024-01-27,659.33,Late
1838,114,2024-02-26,659.33,On-time
1839,114,2024-03-27,659.33,On-time
1840,114,2024-04-26,659.33,On-time
1841,114,2024-05-26,659.33,On-time
1842,114,2024-06-25,659.33,On-time
1843,114,2024-07-25,659.33,On-time
1844,114,2024-08-24,659.33,Late
1845,114,2024-09-23,659.33,On-time
1846,114,2024-10-23,659.33,Late
1847,114,2024-11-22,0.0,Missed
1848,114,2024-12-22,659.33,On-time
1849,114,2025-01-21,659.33,On-time
1850,114,2025-02-20,659.33,On-time
1851,114,2025-03-22,0.0,Missed
1852,115,2023-09-20,2415.83,On-time
1853,115,2023-10-20,2415.83,On-time
1854,115,2023-11-19,2415.83,On-time
1855,115,2023-12-19,0.0,Missed
1856,115,2024-01-18,2415.83,On-time
1857,115,2024-02-17,2415.83,On-time
1858,115,2024-03-18,2415.83,On-time
1859,115,2024-04-17,2415.83,On-time
1860,115,2024-05-17,2415.83,On-time
1861,116,2024-01-20,314.31,On-time
1862,116,2024-02-19,314.31,On-time
1863,116,2024-03-20,314.31,On-time
1864,116,2024-04-19,314.31,On-time
1865,116,2024-05-19,314.31,On-time
1866,116,2024-06-18,314.31,On-time
1867,116,2024-07-18,314.31,On-time
1868,117,2019-12-14,0.0,Missed
1869,117,2020-01-13,1953.33,Late
1870,117,2020-02-12,1953.33,On-time
1871,117,2020-03-13,1953.33,On-time
1872,117,2020-04-12,1953.33,On-time
1873,117,2020-05-12,1953.33,On-time
1874,117,2020-06-11,1953.33,On-time
1875,117,2020-07-11,1953.33,Late
1876,117,2020-08-10,1953.33,On-time
1877,117,2020-09-09,1953.33,Late
1878,117,2020-10-09,1953.33,On-time
1879,118,2021-01-23,1005.69,On-time
1880,118,2021-02-22,0.0,Missed
1881,118,2021-03-24,1005.69,On-time
1882,118,2021-04-23,1005.69,On-time
1883,118,2021-05-23,1005.69,On-time
1884,118,2021-06-22,1005.69,On-time
1885,118,2021-07-22,1005.69,On-time
1886,118,2021-08-21,1005.69,On-time
1887,118,2021-09-20,1005.69,On-time
1888,118,2021-10-20,1005.69,On-time
1889,118,2021-11-19,1005.69,Late
1890,118,2021-12-19,1005.69,On-time
1891,118,2022-01-18,1005.69,On-time
1892,118,2022-02-17,1005.69,Late
1893,118,2022-03-19,1005.69,Late
1894,118,2022-04-18,1005.69,On-time
1895,119,2022-11-14,339.06,On-time
1896,119,2022-12-14,339.06,On-time
1897,119,2023-01-13,339.06,On-time
1898,119,2023-02-12,339.06,On-time
1899,119,2023-03-14,339.06,On-time
1900,119,2023-04-13,339.06,Late
1901,119,2023-05-13,339.06,On-time
1902,119,2023-06-12,339.06,On-time
1903,119,2023-07-12,339.06,On-time
1904,119,2023-08-11,339.06,On-time
1905,119,2023-09-10,339.06,On-time
1906,119,2023-10-10,339.06,On-time
1907,119,2023-11-09,0.0,Missed
1908,119,2023-12-09,339.06,Late
1909,119,2024-01-08,339.06,Late
1910,120,2022-07-24,523.0,On-time
1911,120,2022-08-23,523.0,On-time
1912,120,2022-09-22,523.0,On-time
1913,120,2022-10-22,0.0,Missed
1914,120,2022-11-21,523.0,On-time
1915,120,2022-12-21,523.0,On-time
1916,120,2023-01-20,523.0,On-time
1917,120,2023-02-19,523.0,On-time
1918,120,2023-03-21,523.0,On-time
1919,121,2019-11-07,1776.12,On-time
1920,121,2019-12-07,1776.12,Late
1921,121,2020-01-06,1776.12,On-time
1922,121,2020-02-05,0.0,Missed
1923,121,2020-03-06,1776.12,On-time
1924,121,2020-04-05,1776.12,On-time
1925,121,2020-05-05,1776.12,On-time
1926,121,2020-06-04,1776.12,On-time
1927,121,2020-07-04,1776.12,On-time
1928,121,2020-08-03,1776.12,On-time
1929,121,2020-09-02,1776.12,On-time
1930,121,2020-10-02,1776.12,On-time
1931,121,2020-11-01,1776.12,On-time
1932,122,2023-02-27,693.1,On-time
1933,122,2023-03-29,693.1,On-time
1934,122,2023-04-28,693.1,On-time
1935,122,2023-05-28,693.1,On-time
1936,122,2023-06-27,693.1,On-time
1937,122,2023-07-27,0.0,Missed
1938,122,2023-08-26,693.1,On-time
1939,122,2023-09-25,693.1,On-time
1940,122,2023-10-25,693.1,On-time
1941,122,2023-11-24,693.1,Late
1942,122,2023-12-24,693.1,Late
1943,122,2024-01-23,693.1,On-time
1944,122,2024-02-22,693.1,On-time
1945,122,2024-03-23,693.1,On-time
1946,122,2024-04-22,693.1,On-time
1947,123,2020-03-15,1069.33,On-time
1948,123,2020-04-14,1069.33,On-time
1949,123,2020-05-14,1069.33,On-time
1950,123,2020-06-13,1069.33,Late
1951,123,2020-07-13,1069.33,On-time
1952,123,2020-08-12,1069.33,On-time
1953,123,2020-09-11,0.0,Missed
1954,123,2020-10-11,1069.33,On-time
1955,123,2020-11-10,1069.33,Late
1956,123,2020-12-10,1069.33,On-time
1957,123,2021-01-09,1069.33,On-time
1958,123,2021-02-08,1069.33,Late
1959,124,2020-03-14,833.67,On-time
1960,124,2020-04-13,833.67,On-time
1961,124,2020-05-13,833.67,On-time
1962,124,2020-06-12,833.67,On-time
1963,124,2020-07-12,833.67,On-time
1964,124,2020-08-11,833.67,Late
1965,124,2020-09-10,833.67,On-time
1966,124,2020-10-10,833.67,On-time
1967,124,2020-11-09,833.67,On-time
1968,124,2020-12-09,833.67,On-time
1969,124,2021-01-08,0.0,Missed
1970,124,2021-02-07,833.67,On-time
1971,124,2021-03-09,833.67,On-time
1972,124,2021-04-08,833.67,On-time
1973,124,2021-05-08,833.67,On-time
1974,124,2021-06-07,0.0,Missed
1975,124,2021-07-07,833.67,On-time
1976,124,2021-08-06,833.67,On-time
1977,124,2021-09-05,833.67,On-time
1978,124,2021-10-05,833.67,On-time
1979,124,2021-11-04,833.67,On-time
1980,124,2021-12-04,833.67,On-time
1981,124,2022-01-03,833.67,On-time
1982,124,2022-02-02,833.67,Late
1983,124,2022-03-04,833.67,On-time
1984,125,2021-10-06,187.17,On-time
1985,125,2021-11-05,187.17,On-time
1986,125,2021-12-05,187.17,On-time
1987,125,2022-01-04,187.17,On-time
1988,125,2022-02-03,0.0,Missed
1989,125,2022-03-05,187.17,Late
1990,126,2022-01-17,927.83,On-time
1991,126,2022-02-16,927.83,On-time
1992,126,2022-03-18,927.83,On-time
1993,126,2022-04-17,927.83,Late
1994,126,2022-05-17,927.83,On-time
1995,126,2022-06-16,927.83,On-time
1996,126,2022-07-16,927.83,On-time
1997,127,2021-12-24,188.69,On-time
1998,127,2022-01-23,188.69,On-time
1999,127,2022-02-22,188.69,On-time
2000,127,2022-03-24,188.69,Late
2001,127,2022-04-23,188.69,On-time
2002,127,2022-05-23,188.69,On-time
2003,127,2022-06-22,188.69,Late
2004,127,2022-07-22,188.69,On-time
2005,127,2022-08-21,188.69,On-time
2006,127,2022-09-20,188.69,On-time
2007,127,2022-10-20,188.69,On-time
2008,127,2022-11-19,188.69,On-time
2009,127,2022-12-19,188.69,On-time
2010,127,2023-01-18,188.69,Late
2011,127,2023-02-17,188.69,On-time
2012,127,2023-03-19,0.0,Missed
2013,127,2023-04-18,188.69,On-time
2014,127,2023-05-18,188.69,On-time
2015,127,2023-06-17,188.69,On-time
2016,127,2023-07-17,188.69,Late
2017,127,2023-08-16,188.69,Late
2018,127,2023-09-15,188.69,On-time
2019,127,2023-10-15,0.0,Missed
2020,128,2019-07-16,638.18,Late
2021,128,2019-08-15,638.18,On-time
2022,128,2019-09-14,638.18,On-time
2023,128,2019-10-14,0.0,Missed
2024,128,2019-11-13,638.18,On-time
2025,128,2019-12-13,0.0,Missed
2026,128,2020-01-12,638.18,On-time
2027,128,2020-02-11,638.18,On-time
2028,128,2020-03-12,638.18,On-time
2029,128,2020-04-11,0.0,Missed
2030,128,2020-05-11,638.18,On-time
2031,128,2020-06-10,638.18,On-time
2032,128,2020-07-10,0.0,Missed
2033,128,2020-08-09,638.18,On-time
2034,128,2020-09-08,638.18,On-time
2035,128,2020-10-08,638.18,On-time
2036,129,2023-06-20,182.53,On-time
2037,129,2023-07-20,0.0,Missed
2038,129,2023-08-19,182.53,On-time
2039,130,2020-05-29,898.08,On-time
2040,130,2020-06-28,0.0,Missed
2041,130,2020-07-28,898.08,Late
2042,130,2020-08-27,898.08,On-time
2043,130,2020-09-26,898.08,Late
2044,130,2020-10-26,898.08,On-time
2045,130,2020-11-25,898.08,On-time
2046,130,2020-12-25,898.08,On-time
2047,130,2021-01-24,898.08,On-time
2048,130,2021-02-23,898.08,On-time
2049,130,2021-03-25,898.08,Late
2050,130,2021-04-24,898.08,On-time
2051,130,2021-05-24,898.08,Late
2052,130,2021-06-23,898.08,On-time
2053,130,2021-07-23,898.08,On-time
2054,130,2021-08-22,898.08,On-time
2055,130,2021-09-21,898.08,On-time
2056,130,2021-10-21,898.08,On-time
2057,130,2021-11-20,898.08,On-time
2058,130,2021-12-20,898.08,On-time
2059,131,2019-09-24,358.52,Late
2060,131,2019-10-24,358.52,Late
2061,131,2019-11-23,0.0,Missed
2062,131,2019-12-23,358.52,On-time
2063,131,2020-01-22,358.52,On-time
2064,131,2020-02-21,358.52,On-time
2065,131,2020-03-22,358.52,On-time
2066,131,2020-04-21,358.52,On-time
2067,131,2020-05-21,358.52,On-time
2068,131,2020-06-20,358.52,On-time
2069,131,2020-07-20,358.52,On-time
2070,131,2020-08-19,358.52,Late
2071,131,2020-09-18,358.52,Late
2072,131,2020-10-18,358.52,On-time
2073,131,2020-11-17,358.52,On-time
2074,131,2020-12-17,358.52,On-time
2075,131,2021-01-16,358.52,Late
2076,131,2021-02-15,358.52,On-time
2077,131,2021-03-17,358.52,On-time
2078,131,2021-04-16,358.52,On-time
2079,131,2021-05-16,358.52,On-time
2080,131,2021-06-15,358.52,On-time
2081,131,2021-07-15,358.52,Late
2082,131,2021-08-14,358.52,On-time
2083,131,2021-09-13,358.52,On-time
2084,131,2021-10-13,358.52,On-time
2085,131,2021-11-12,358.52,On-time
2086,131,2021-12-12,358.52,Late
2087,131,2022-01-11,358.52,On-time
2088,132,2023-07-10,816.9,On-time
2089,132,2023-08-09,816.9,On-time
2090,132,2023-09-08,816.9,On-time
2091,132,2023-10-08,816.9,On-time
2092,132,2023-11-07,816.9,On-time
2093,132,2023-12-07,816.9,On-time
2094,132,2024-01-06,816.9,Late
2095,132,2024-02-05,816.9,On-time
2096,132,2024-03-06,816.9,On-time
2097,132,2024-04-05,816.9,On-time
2098,132,2024-05-05,816.9,On-time
2099,133,2023-11-10,0.0,Missed
2100,133,2023-12-10,2199.5,On-time
2101,133,2024-01-09,2199.5,On-time
2102,133,2024-02-08,2199.5,Late
2103,133,2024-03-09,2199.5,On-time
2104,133,2024-04-08,2199.5,On-time
2105,133,2024-05-08,2199.5,On-time
2106,133,2024-06-07,2199.5,Late
2107,133,2024-07-07,2199.5,Late
2108,133,2024-08-06,2199.5,On-time
2109,133,2024-09-05,2199.5,On-time
2110,133,2024-10-05,2199.5,On-time
2111,133,2024-11-04,2199.5,On-time
2112,133,2024-12-04,2199.5,On-time
2113,133,2025-01-03,2199.5,Late
2114,134,2023-05-23,1839.5,On-time
2115,134,2023-06-22,1839.5,On-time
2116,134,2023-07-22,0.0,Missed
2117,134,2023-08-21,1839.5,On-time
2118,134,2023-09-20,1839.5,On-time
2119,134,2023-10-20,1839.5,On-time
2120,134,2023-11-19,1839.5,On-time
2121,134,2023-12-19,1839.5,On-time
2122,134,2024-01-18,1839.5,On-time
2123,135,2023-02-16,1111.75,On-time
2124,135,2023-03-18,1111.75,On-time
2125,135,2023-04-17,1111.75,On-time
2126,135,2023-05-17,1111.75,On-time
2127,135,2023-06-16,1111.75,On-time
2128,135,2023-07-16,0.0,Missed
2129,135,2023-08-15,1111.75,On-time
2130,135,2023-09-14,1111.75,On-time
2131,135,2023-10-14,1111.75,On-time
2132,135,2023-11-13,1111.75,On-time
2133,135,2023-12-13,1111.75,On-time
2134,136,2022-05-10,89.56,On-time
2135,136,2022-06-09,89.56,On-time
2136,136,2022-07-09,89.56,On-time
2137,136,2022-08-08,89.56,On-time
2138,136,2022-09-07,89.56,On-time
2139,136,2022-10-07,89.56,On-time
2140,137,2021-11-01,1171.03,On-time
2141,137,2021-12-01,1171.03,On-time
2142,137,2021-12-31,1171.03,On-time
2143,137,2022-01-30,1171.03,Late
2144,137,2022-03-01,1171.03,On-time
2145,137,2022-03-31,1171.03,Late
2146,137,2022-04-30,1171.03,On-time
2147,137,2022-05-30,1171.03,On-time
2148,137,2022-06-29,1171.03,On-time
2149,138,2019-07-08,1380.42,On-time
2150,138,2019-08-07,1380.42,On-time
2151,138,2019-09-06,1380.42,On-time
2152,138,2019-10-06,1380.42,On-time
2153,138,2019-11-05,1380.42,On-time
2154,138,2019-12-05,1380.42,On-time
2155,138,2020-01-04,1380.42,On-time
2156,138,2020-02-03,1380.42,On-time
2157,138,2020-03-04,1380.42,On-time
2158,138,2020-04-03,1380.42,On-time
2159,138,2020-05-03,1380.42,Late
2160,138,2020-06-02,1380.42,On-time
2161,138,2020-07-02,1380.42,On-time
2162,138,2020-08-01,1380.42,On-time
2163,139,2021-02-14,757.53,On-time
2164,139,2021-03-16,757.53,On-time
2165,139,2021-04-15,757.53,On-time
2166,139,2021-05-15,757.53,On-time
2167,139,2021-06-14,0.0,Missed
2168,139,2021-07-14,757.53,Late
2169,139,2021-08-13,757.53,Late
2170,139,2021-09-12,757.53,On-time
2171,139,2021-10-12,757.53,On-time
2172,139,2021-11-11,757.53,On-time
2173,139,2021-12-11,757.53,On-time
2174,139,2022-01-10,757.53,On-time
2175,139,2022-02-09,757.53,On-time
2176,139,2022-03-11,757.53,On-time
2177,139,2022-04-10,757.53,On-time
2178,139,2022-05-10,757.53,On-time
2179,139,2022-06-09,757.53,On-time
2180,139,2022-07-09,757.53,On-time
2181,139,2022-08-08,0.0,Missed
2182,139,2022-09-07,757.53,On-time
2183,139,2022-10-07,757.53,Late
2184,139,2022-11-06,757.53,On-time
2185,139,2022-12-06,757.53,On-time
2186,139,2023-01-05,757.53,On-time
2187,139,2023-02-04,757.53,Late
2188,139,2023-03-06,757.53,Late
2189,140,2020-12-11,925.17,On-time
2190,140,2021-01-10,925.17,On-time
2191,140,2021-02-09,925.17,On-time
2192,140,2021-03-11,0.0,Missed
2193,140,2021-04-10,925.17,On-time
2194,140,2021-05-10,925.17,On-time
2195,140,2021-06-09,925.17,On-time
2196,140,2021-07-09,925.17,On-time
2197,140,2021-08-08,925.17,On-time
2198,140,2021-09-07,925.17,On-time
2199,140,2021-10-07,925.17,On-time
2200,140,2021-11-06,925.17,On-time
2201,140,2021-12-06,0.0,Missed
2202,140,2022-01-05,925.17,On-time
2203,140,2022-02-04,925.17,On-time
2204,140,2022-03-06,925.17,Late
2205,140,2022-04-05,925.17,On-time
2206,140,2022-05-05,925.17,On-time
2207,140,2022-06-04,925.17,Late
2208,140,2022-07-04,925.17,On-time
2209,140,2022-08-03,925.17,On-time
2210,140,2022-09-02,925.17,On-time
2211,140,2022-10-02,925.17,On-time
2212,140,2022-11-01,925.17,On-time
2213,140,2022-12-01,925.17,On-time
2214,140,2022-12-31,925.17,On-time
2215,140,2023-01-30,925.17,On-time
2216,141,2020-05-19,2786.75,Late
2217,141,2020-06-18,2786.75,On-time
2218,141,2020-07-18,2786.75,On-time
2219,141,2020-08-17,2786.75,On-time
2220,141,2020-09-16,2786.75,On-time
2221,141,2020-10-16,2786.75,On-time
2222,141,2020-11-15,2786.75,On-time
2223,141,2020-12-15,2786.75,On-time
2224,141,2021-01-14,2786.75,On-time
2225,141,2021-02-13,2786.75,On-time
2226,141,2021-03-15,0.0,Missed
2227,141,2021-04-14,2786.75,On-time
2228,141,2021-05-14,2786.75,Late
2229,141,2021-06-13,2786.75,Late
2230,141,2021-07-13,2786.75,On-time
2231,141,2021-08-12,2786.75,On-time
2232,141,2021-09-11,2786.75,On-time
2233,141,2021-10-11,2786.75,On-time
2234,141,2021-11-10,2786.75,On-time
2235,141,2021-12-10,2786.75,Late
2236,141,2022-01-09,0.0,Missed
2237,142,2022-09-12,1767.92,On-time
2238,142,2022-10-12,1767.92,On-time
2239,142,2022-11-11,1767.92,Late
2240,142,2022-12-11,1767.92,On-time
2241,142,2023-01-10,0.0,Missed
2242,142,2023-02-09,1767.92,On-time
2243,142,2023-03-11,1767.92,On-time
2244,142,2023-04-10,1767.92,Late
2245,142,2023-05-10,1767.92,On-time
2246,142,2023-06-09,1767.92,On-time
2247,142,2023-07-09,1767.92,On-time
2248,142,2023-08-08,1767.92,Late
2249,142,2023-09-07,1767.92,On-time
2250,142,2023-10-07,1767.92,On-time
2251,142,2023-11-06,1767.92,Late
2252,143,2021-07-23,1114.69,On-time
2253,143,2021-08-22,1114.69,On-time
2254,143,2021-09-21,1114.69,On-time
2255,143,2021-10-21,1114.69,On-time
2256,143,2021-11-20,1114.69,On-time
2257,143,2021-12-20,1114.69,Late
2258,143,2022-01-19,1114.69,On-time
2259,143,2022-02-18,1114.69,On-time
2260,143,2022-03-20,1114.69,On-time
2261,143,2022-04-19,1114.69,On-time
2262,143,2022-05-19,1114.69,Late
2263,143,2022-06-18,1114.69,On-time
2264,144,2019-06-27,992.11,On-time
2265,144,2019-07-27,992.11,On-time
2266,144,2019-08-26,992.11,On-time
2267,144,2019-09-25,992.11,On-time
2268,144,2019-10-25,0.0,Missed
2269,144,2019-11-24,992.11,Late
2270,144,2019-12-24,992.11,On-time
2271,144,2020-01-23,992.11,On-time
2272,144,2020-02-22,992.11,Late
2273,144,2020-03-23,992.11,On-time
